,"Menor, 0.5","Médias, 0.5","Maior, 0.5","Menor, 1","Médias, 1","Maior, 1","Menor, 5","Médias, 5","Maior, 5"
0,1.8680774999642056,1.9951580742520103,2.122238648539815,0.9454685431581173,1.008453297871061,1.0714380525840046,0.18781463215751043,0.20057864142595605,0.21334265069440167
1,1.8728120477806607,1.9904570011015448,2.1081019544224286,1.0362504678815987,1.1054025494156503,1.174554630949702,0.18516544563044338,0.19722816375468746,0.20929088187893155
2,1.989394545570138,2.118391512732669,2.2473884798952,0.9238039065666825,0.989110354363655,1.0544168021606275,0.19245828785169894,0.20502238269596573,0.21758647754023253
3,1.9396517699920048,2.0659078452435278,2.1921639204950507,0.9034547573065078,0.9627158469406915,1.0219769365748752,0.17906487960926337,0.19023645931591726,0.20140803902257115
4,1.8767525804163112,1.9999991471152556,2.1232457138142,0.9081146661225225,0.9708087026235707,1.0335027391246188,0.19187633503941012,0.20440122197709448,0.21692610891477884
5,1.9015090748156005,2.027626897427905,2.1537447200402093,0.9283688209782127,0.9909572637379694,1.053545706497726,0.18726142050744915,0.19960905650675134,0.21195669250605353
6,1.9023385508387451,2.02306168070456,2.143784810570375,0.9413107803423729,1.0020888224874864,1.0628668646326,0.1913525255462301,0.20343849733467315,0.21552446912311618
7,1.8104420395062018,1.9291920259939093,2.0479420124816166,0.927230779375662,0.9876481304471175,1.048065481518573,0.1893532391238758,0.20169125902579269,0.21402927892770957
8,1.8961387612580807,2.01962008437085,2.1431014074836194,0.9209003479612501,0.9838314000214211,1.0467624520815921,0.1861736904366439,0.19844517040279713,0.21071665036895038
9,1.9316162242008141,2.0557150805428095,2.1798139368848046,0.9211151065424806,0.9790375091686822,1.0369599117948838,0.17425041992685156,0.1851333391960689,0.19601625846528622
10,1.907749189632798,2.0339935434013032,2.1602378971698086,0.9509510854697789,1.0142562134924342,1.0775613415150895,0.1824904916679944,0.19488898994118078,0.20728748821436718
11,1.9383039111125502,2.071421896283896,2.2045398814552417,0.9312357861895948,0.9918351546600243,1.0524345231304537,0.18742878372882749,0.199621125916761,0.21181346810469454
12,1.8339788397999155,1.9597063741629306,2.0854339085259457,0.8926611156246824,0.9480951680885775,1.0035292205524726,0.1856673279504979,0.19834456250451557,0.21102179705853324
13,1.7988519205043614,1.921894831657432,2.044937742810503,0.9431195621616336,1.005307029738885,1.0674944973161364,0.18400620628692435,0.19608307864979566,0.20815995101266696
14,1.8034582450815728,1.9251699391095278,2.046881633137483,0.9695792433619717,1.0354228508655328,1.1012664583690939,0.19333430044776378,0.20643579536946247,0.21953729029116115
15,1.9021887589968436,2.0292733692339033,2.1563579794709633,0.9332158774457107,0.9965132167611962,1.0598105560766817,0.18384616604139972,0.1960056747721562,0.20816518350291266
16,1.8123535583295958,1.9289657402289961,2.0455779221283965,0.9276535541117574,0.9901635095082123,1.0526734649046672,0.1892858920271683,0.20284980337453531,0.21641371472190232
17,1.7907720392883937,1.9082326064234827,2.0256931735585715,0.9591499131012322,1.024320057814416,1.0894902025275999,0.1877982980811784,0.20015651028467038,0.21251472248816236
18,1.9047355054934978,2.0283079127633985,2.151880320033299,0.904012631210468,0.9665345876262661,1.0290565440420643,0.19191912808671202,0.2045879511902304,0.2172567742937488
19,1.8115895051715611,1.932086865813059,2.052584226454557,0.9595948940023594,1.02386055241441,1.0881262108264607,0.19598433060796136,0.209533531245147,0.22308273188233266
20,1.8396157790674152,1.9628921424207728,2.0861685057741304,0.9368527928976269,0.9981492580336314,1.059445723169636,0.1910591317261281,0.20358907044329186,0.21611900916045562
21,1.9245014430790168,2.052716344280778,2.180931245482539,0.9256268052747896,0.9886732618414558,1.051719718408122,0.18264165434992247,0.19515987183763522,0.20767808932534798
22,1.7816629291609491,1.8956844016930658,2.0097058742251828,0.9654904985124674,1.025554475781436,1.085618453050405,0.19519754502152944,0.20837578189192993,0.2215540187623304
23,1.8520578330157533,1.9703440877825105,2.0886303425492674,0.929643460733722,0.9893989443124681,1.0491544278912144,0.1888814963175066,0.2012717545958846,0.2136620128742626
24,1.8501222849947865,1.9743101134569498,2.0984979419191134,0.9095479535316731,0.9684279994854992,1.0273080454393253,0.19143506505978408,0.20423961857540493,0.21704417209102578
25,1.7787678409763574,1.8944240820640248,2.0100803231516924,0.9096996511854074,0.9658326179956767,1.021965584805946,0.18921107521121214,0.20126543823318546,0.2133198012551588
26,1.9437899895652202,2.070963741047829,2.198137492530438,0.943770054327801,1.0098340017537606,1.07589794917972,0.1924895747065315,0.20572228135809228,0.21895498800965307
27,1.8841918646803577,2.008641436561482,2.1330910084426065,0.897893624035475,0.9600424425346857,1.0221912610338966,0.17970197417785538,0.1909466556064366,0.2021913370350178
